Wavelength,Keck AO dichroic
1.989,0.965058587
1.99,0.9653
1.991,0.965566063
1.992,0.965858578
1.993,0.96616962
1.994,0.966491264
1.995,0.966815586
1.996,0.967134661
1.997,0.967440564
1.998,0.967725372
1.999,0.967981159
2,0.9682
2.001,0.968385817
2.002,0.968550986
2.003,0.968700264
2.004,0.968838411
2.005,0.968970185
2.006,0.969100344
2.007,0.969233647
2.008,0.969374852
2.009,0.969528717
2.01,0.9697
2.011,0.969897285
2.012,0.970121152
2.013,0.970364361
2.014,0.970619668
2.015,0.970879831
2.016,0.971137607
2.017,0.971385755
2.018,0.971617031
2.019,0.971824194
2.02,0.972
2.021,0.972149006
2.022,0.972282789
2.023,0.97240464
2.024,0.972517851
2.025,0.972625714
2.026,0.97273152
2.027,0.97283856
2.028,0.972950126
2.029,0.973069509
2.03,0.9732
2.031,0.973340639
2.032,0.973487731
2.033,0.973640471
2.034,0.97379805
2.035,0.973959664
2.036,0.974124504
2.037,0.974291765
2.038,0.974460639
2.039,0.974630319
2.04,0.9748
2.041,0.974979524
2.042,0.975175247
2.043,0.975381135
2.044,0.975591153
2.045,0.975799265
2.046,0.975999435
2.047,0.976185629
2.048,0.976351812
2.049,0.976491947
2.05,0.9766
2.051,0.976683885
2.052,0.976756923
2.053,0.976821192
2.054,0.976878769
2.055,0.976931731
2.056,0.976982154
2.057,0.977032115
2.058,0.977083692
2.059,0.977138962
2.06,0.9772
2.061,0.977266123
2.062,0.977334831
2.063,0.977405477
2.064,0.977477415
2.065,0.97755
2.066,0.977622585
2.067,0.977694523
2.068,0.977765169
2.069,0.977833877
2.07,0.9779
2.071,0.977962388
2.072,0.978021108
2.073,0.978077335
2.074,0.978132246
2.075,0.978187019
2.076,0.978242831
2.077,0.978300858
2.078,0.978362277
2.079,0.978428265
2.08,0.9785
2.081,0.978580224
2.082,0.978669684
2.083,0.978766566
2.084,0.978869053
2.085,0.978975329
2.086,0.979083579
2.087,0.979191987
2.088,0.979298737
2.089,0.979402013
2.09,0.9795
2.091,0.979590944
2.092,0.979675777
2.093,0.979756713
2.094,0.979835964
2.095,0.979915742
2.096,0.979998262
2.097,0.980085734
2.098,0.980180373
2.099,0.980284391
2.1,0.9804
2.101,0.980552136
2.102,0.980753943
2.103,0.98098995
2.104,0.981244686
2.105,0.981502679
2.106,0.981748457
2.107,0.98196655
2.108,0.982141486
2.109,0.982257793
2.11,0.9823
2.111,0.9822272
2.112,0.9820296
2.113,0.9817384
2.114,0.9813848
2.115,0.981
2.116,0.9806152
2.117,0.9802616
2.118,0.9799704
2.119,0.9797728
2.12,0.9797
2.121,0.979714
2.122,0.979752
2.123,0.979808
2.124,0.979876
2.125,0.97995
2.126,0.980024
2.127,0.980092
2.128,0.980148
2.129,0.980186
2.13,0.9802
2.131,0.9802
2.132,0.9802
2.133,0.9802
2.134,0.9802
2.135,0.9802
2.136,0.9802
2.137,0.9802
2.138,0.9802
2.139,0.9802
2.14,0.9802
2.141,0.9801944
2.142,0.9801792
2.143,0.9801568
2.144,0.9801296
2.145,0.9801
2.146,0.9800704
2.147,0.9800432
2.148,0.9800208
2.149,0.9800056
2.15,0.98
2.151,0.9800252
2.152,0.9800936
2.153,0.9801944
2.154,0.9803168
2.155,0.98045
2.156,0.9805832
2.157,0.9807056
2.158,0.9808064
2.159,0.9808748
2.16,0.9809
2.161,0.9808468
2.162,0.9807024
2.163,0.9804896
2.164,0.9802312
2.165,0.97995
2.166,0.9796688
2.167,0.9794104
2.168,0.9791976
2.169,0.9790532
2.17,0.979
2.171,0.9790084
2.172,0.9790312
2.173,0.9790648
2.174,0.9791056
2.175,0.97915
2.176,0.9791944
2.177,0.9792352
2.178,0.9792688
2.179,0.9792916
2.18,0.9793
2.181,0.97929275
2.182,0.979272
2.183,0.97923925
2.184,0.979196
2.185,0.97914375
2.186,0.979084
2.187,0.97901825
2.188,0.978948
2.189,0.97887475
2.19,0.9788
2.191,0.978700426
2.192,0.978559294
2.193,0.978387985
2.194,0.978197882
2.195,0.978000368
2.196,0.977806824
2.197,0.977628632
2.198,0.977477176
2.199,0.977363838
2.2,0.9773
2.201,0.977269033
2.202,0.977245476
2.203,0.977227465
2.204,0.977213134
2.205,0.977200619
2.206,0.977188054
2.207,0.977173575
2.208,0.977155316
2.209,0.977131413
2.21,0.9771
2.211,0.977023411
2.212,0.976877389
2.213,0.976680189
2.214,0.976450063
2.215,0.976205263
2.216,0.975964042
2.217,0.975744653
2.218,0.975565347
2.219,0.975444379
2.22,0.9754
2.221,0.9754224
2.222,0.9754832
2.223,0.9755728
2.224,0.9756816
2.225,0.9758
2.226,0.9759184
2.227,0.9760272
2.228,0.9761168
2.229,0.9761776
2.23,0.9762
2.231,0.976172
2.232,0.976096
2.233,0.975984
2.234,0.975848
2.235,0.9757
2.236,0.975552
2.237,0.975416
2.238,0.975304
2.239,0.975228
2.24,0.9752
2.241,0.9752616
2.242,0.9754288
2.243,0.9756752
2.244,0.9759744
2.245,0.9763
2.246,0.9766256
2.247,0.9769248
2.248,0.9771712
2.249,0.9773384
2.25,0.9774
2.251,0.9773524
2.252,0.9772232
2.253,0.9770328
2.254,0.9768016
2.255,0.97655
2.256,0.9762984
2.257,0.9760672
2.258,0.9758768
2.259,0.9757476
2.26,0.9757
2.261,0.975714
2.262,0.975752
2.263,0.975808
2.264,0.975876
2.265,0.97595
2.266,0.976024
2.267,0.976092
2.268,0.976148
2.269,0.976186
2.27,0.9762
2.271,0.9762
2.272,0.9762
2.273,0.9762
2.274,0.9762
2.275,0.9762
2.276,0.9762
2.277,0.9762
2.278,0.9762
2.279,0.9762
2.28,0.9762
2.281,0.9761961
2.282,0.9761848
2.283,0.9761667
2.284,0.9761424
2.285,0.9761125
2.286,0.9760776
2.287,0.9760383
2.288,0.9759952
2.289,0.9759489
2.29,0.9759
2.291,0.9758175
2.292,0.97568
2.293,0.9755025
2.294,0.9753
2.295,0.9750875
2.296,0.97488
2.297,0.9746925
2.298,0.97454
2.299,0.9744375
2.3,0.9744
2.301,0.9744672
2.302,0.9746496
2.303,0.9749184
2.304,0.9752448
2.305,0.9756
2.306,0.9759552
2.307,0.9762816
2.308,0.9765504
2.309,0.9767328
2.31,0.9768
2.311,0.9767944
2.312,0.9767792
2.313,0.9767568
2.314,0.9767296
2.315,0.9767
2.316,0.9766704
2.317,0.9766432
2.318,0.9766208
2.319,0.9766056
2.32,0.9766
2.321,0.9766196
2.322,0.9766728
2.323,0.9767512
2.324,0.9768464
2.325,0.97695
2.326,0.9770536
2.327,0.9771488
2.328,0.9772272
2.329,0.9772804
2.33,0.9773
2.331,0.9772636
2.332,0.9771648
2.333,0.9770192
2.334,0.9768424
2.335,0.97665
2.336,0.9764576
2.337,0.9762808
2.338,0.9761352
2.339,0.9760364
2.34,0.976
2.341,0.976040253
2.342,0.976150232
2.343,0.976313768
2.344,0.976514695
2.345,0.976736842
2.346,0.976964042
2.347,0.977180126
2.348,0.977368926
2.349,0.977514274
2.35,0.9776
2.351,0.977649326
2.352,0.977695874
2.353,0.977739074
2.354,0.977778358
2.355,0.977813158
2.356,0.977842905
2.357,0.977867032
2.358,0.977884968
2.359,0.977896147
2.36,0.9779
2.361,0.9778832
2.362,0.9778376
2.363,0.9777704
2.364,0.9776888
2.365,0.9776
2.366,0.9775112
2.367,0.9774296
2.368,0.9773624
2.369,0.9773168
2.37,0.9773
2.371,0.9773168
2.372,0.9773624
2.373,0.9774296
2.374,0.9775112
2.375,0.9776
2.376,0.9776888
2.377,0.9777704
2.378,0.9778376
2.379,0.9778832
2.38,0.9779
2.381,0.977844166
2.382,0.977691255
2.383,0.977463159
2.384,0.977181766
2.385,0.976868966
2.386,0.976546648
2.387,0.976236703
2.388,0.975961021
2.389,0.97574149
2.39,0.9756
2.391,0.97550611
2.392,0.975415779
2.393,0.975330497
2.394,0.975251752
2.395,0.975181034
2.396,0.975119834
2.397,0.975069641
2.398,0.975031945
2.399,0.975008234
2.4,0.975
2.401,0.975
2.402,0.975
2.403,0.975
2.404,0.975
2.405,0.975
2.406,0.975
2.407,0.975
2.408,0.975
2.409,0.975
2.41,0.975
2.411,0.975
2.412,0.975
2.413,0.975
2.414,0.975
2.415,0.975
2.416,0.975
2.417,0.975
2.418,0.975
2.419,0.975
2.42,0.975
2.421,0.975
2.422,0.975
2.423,0.975
2.424,0.975
2.425,0.975
2.426,0.975
2.427,0.975
2.428,0.975
2.429,0.975
2.43,0.975
2.431,0.975
2.432,0.975
2.433,0.975
2.434,0.975
2.435,0.975
2.436,0.975
2.437,0.975
2.438,0.975
2.439,0.975
2.44,0.975
2.441,0.975
2.442,0.975
2.443,0.975
2.444,0.975
2.445,0.975
2.446,0.975
2.447,0.975
2.448,0.975
2.449,0.975
2.45,0.975
2.451,0.975
2.452,0.975
2.453,0.975
2.454,0.975
2.455,0.975
2.456,0.975
2.457,0.975
2.458,0.975
2.459,0.975
2.46,0.975
2.461,0.975
2.462,0.975
2.463,0.975
2.464,0.975
2.465,0.975
2.466,0.975
2.467,0.975
2.468,0.975
2.469,0.975
2.47,0.975
2.471,0.975
2.472,0.975
2.473,0.975
2.474,0.975
2.475,0.975
2.476,0.975
2.477,0.975
2.478,0.975
2.479,0.975
2.48,0.975
2.481,0.975
2.482,0.975
2.483,0.975
2.484,0.975
2.485,0.975
2.486,0.975
2.487,0.975
2.488,0.975
2.489,0.975
2.49,0.975
2.491,0.975
2.492,0.975
2.493,0.975
2.494,0.975
2.495,0.975
2.496,0.975
2.497,0.975
2.498,0.975
2.499,0.975
2.5,0.975
2.501,0.975
2.502,0.975
2.503,0.975
2.504,0.975
2.505,0.975
2.506,0.975
2.507,0.975
2.508,0.975
2.509,0.975
2.51,0.975
2.511,0.975
2.512,0.975
2.513,0.975
2.514,0.975
2.515,0.975
2.516,0.975
2.517,0.975
2.518,0.975
2.519,0.975
2.52,0.975
2.521,0.975
2.522,0.975
2.523,0.975
2.524,0.975
2.525,0.975
2.526,0.975
2.527,0.975
2.528,0.975
2.529,0.975
2.53,0.975
2.531,0.975
2.532,0.975
2.533,0.975
2.534,0.975
2.535,0.975
2.536,0.975
2.537,0.975
2.538,0.975
2.539,0.975
2.54,0.975
2.541,0.975
2.542,0.975
2.543,0.975
2.544,0.975
2.545,0.975
2.546,0.975
2.547,0.975
2.548,0.975
2.549,0.975
2.55,0.975
2.551,0.975
2.552,0.975
2.553,0.975
2.554,0.975
2.555,0.975
2.556,0.975
2.557,0.975
2.558,0.975
2.559,0.975
2.56,0.975
2.561,0.975
2.562,0.975
2.563,0.975
2.564,0.975
2.565,0.975
2.566,0.975
2.567,0.975
2.568,0.975
2.569,0.975
2.57,0.975
2.571,0.975
2.572,0.975
2.573,0.975
2.574,0.975
2.575,0.975
2.576,0.975
2.577,0.975
2.578,0.975
2.579,0.975
2.58,0.975
2.581,0.975
2.582,0.975
2.583,0.975
2.584,0.975
2.585,0.975
2.586,0.975
2.587,0.975
2.588,0.975
2.589,0.975
2.59,0.975
2.591,0.975
2.592,0.975
2.593,0.975
2.594,0.975
2.595,0.975
2.596,0.975
2.597,0.975
2.598,0.975
2.599,0.975
2.6,0.975
2.601,0.975
2.602,0.975
2.603,0.975
2.604,0.975
2.605,0.975
2.606,0.975
2.607,0.975
2.608,0.975
2.609,0.975
2.61,0.975
2.611,0.975
2.612,0.975
2.613,0.975
2.614,0.975
2.615,0.975
2.616,0.975
2.617,0.975
2.618,0.975
2.619,0.975
2.62,0.975
2.621,0.975
2.622,0.975
2.623,0.975
2.624,0.975
2.625,0.975
2.626,0.975
2.627,0.975
2.628,0.975
2.629,0.975
2.63,0.975
2.631,0.975
2.632,0.975
2.633,0.975
2.634,0.975
2.635,0.975
2.636,0.975
2.637,0.975
2.638,0.975
2.639,0.975
2.64,0.975
2.641,0.975
2.642,0.975
2.643,0.975
2.644,0.975
2.645,0.975
2.646,0.975
2.647,0.975
2.648,0.975
2.649,0.975
2.65,0.975
2.651,0.975
2.652,0.975
2.653,0.975
2.654,0.975
2.655,0.975
2.656,0.975
2.657,0.975
2.658,0.975
2.659,0.975
2.66,0.975
2.661,0.975
2.662,0.975
2.663,0.975
2.664,0.975
2.665,0.975
2.666,0.975
2.667,0.975
2.668,0.975
2.669,0.975
2.67,0.975
2.671,0.975
2.672,0.975
2.673,0.975
2.674,0.975
2.675,0.975
2.676,0.975
2.677,0.975
2.678,0.975
2.679,0.975
2.68,0.975
2.681,0.975
2.682,0.975
2.683,0.975
2.684,0.975
2.685,0.975
2.686,0.975
2.687,0.975
2.688,0.975
2.689,0.975
2.69,0.975
2.691,0.975
2.692,0.975
2.693,0.975
2.694,0.975
2.695,0.975
2.696,0.975
2.697,0.975
2.698,0.975
2.699,0.975
2.7,0.975
2.701,0.975
2.702,0.975
2.703,0.975
2.704,0.975
2.705,0.975
2.706,0.975
2.707,0.975
2.708,0.975
2.709,0.975
2.71,0.975
2.711,0.975
2.712,0.975
2.713,0.975
2.714,0.975
2.715,0.975
2.716,0.975
2.717,0.975
2.718,0.975
2.719,0.975
2.72,0.975
2.721,0.975
2.722,0.975
2.723,0.975
2.724,0.975
2.725,0.975
2.726,0.975
2.727,0.975
2.728,0.975
2.729,0.975
2.73,0.975
2.731,0.975
2.732,0.975
2.733,0.975
2.734,0.975
2.735,0.975
2.736,0.975
2.737,0.975
2.738,0.975
2.739,0.975
2.74,0.975
2.741,0.975
2.742,0.975
2.743,0.975
2.744,0.975
2.745,0.975
2.746,0.975
2.747,0.975
2.748,0.975
2.749,0.975
2.75,0.975
2.751,0.975
2.752,0.975
2.753,0.975
2.754,0.975
2.755,0.975
2.756,0.975
2.757,0.975
2.758,0.975
2.759,0.975
2.76,0.975
2.761,0.975
2.762,0.975
2.763,0.975
2.764,0.975
2.765,0.975
2.766,0.975
2.767,0.975
2.768,0.975
2.769,0.975
2.77,0.975
2.771,0.975
2.772,0.975
2.773,0.975
2.774,0.975
2.775,0.975
2.776,0.975
2.777,0.975
2.778,0.975
2.779,0.975
2.78,0.975
2.781,0.975
2.782,0.975
2.783,0.975
2.784,0.975
2.785,0.975
2.786,0.975
2.787,0.975
2.788,0.975
2.789,0.975
2.79,0.975
2.791,0.975
2.792,0.975
2.793,0.975
2.794,0.975
2.795,0.975
2.796,0.975
2.797,0.975
2.798,0.975
2.799,0.975
2.8,0.975
2.801,0.975
2.802,0.975
2.803,0.975
2.804,0.975
2.805,0.975
2.806,0.975
2.807,0.975
2.808,0.975
2.809,0.975
2.81,0.975
2.811,0.975
2.812,0.975
2.813,0.975
2.814,0.975
2.815,0.975
2.816,0.975
2.817,0.975
2.818,0.975
2.819,0.975
2.82,0.975
2.821,0.975
2.822,0.975
2.823,0.975
2.824,0.975
2.825,0.975
2.826,0.975
2.827,0.975
2.828,0.975
2.829,0.975
2.83,0.975
2.831,0.975
2.832,0.975
2.833,0.975
2.834,0.975
2.835,0.975
2.836,0.975
2.837,0.975
2.838,0.975
2.839,0.975
2.84,0.975
2.841,0.975
2.842,0.975
2.843,0.975
2.844,0.975
2.845,0.975
2.846,0.975
2.847,0.975
2.848,0.975
2.849,0.975
2.85,0.975
2.851,0.975
2.852,0.975
2.853,0.975
2.854,0.975
2.855,0.975
2.856,0.975
2.857,0.975
2.858,0.975
2.859,0.975
2.86,0.975
2.861,0.975
2.862,0.975
2.863,0.975
2.864,0.975
2.865,0.975
2.866,0.975
2.867,0.975
2.868,0.975
2.869,0.975
2.87,0.975
2.871,0.975
2.872,0.975
2.873,0.975
2.874,0.975
2.875,0.975
2.876,0.975
2.877,0.975
2.878,0.975
2.879,0.975
2.88,0.975
2.881,0.975
2.882,0.975
2.883,0.975
2.884,0.975
2.885,0.975
2.886,0.975
2.887,0.975
2.888,0.975
2.889,0.975
2.89,0.975
2.891,0.975
2.892,0.975
2.893,0.975
2.894,0.975
2.895,0.975
2.896,0.975
2.897,0.975
2.898,0.975
2.899,0.975
2.9,0.975
2.901,0.975
2.902,0.975
2.903,0.975
2.904,0.975
2.905,0.975
2.906,0.975
2.907,0.975
2.908,0.975
2.909,0.975
2.91,0.975
2.911,0.975
2.912,0.975
2.913,0.975
2.914,0.975
2.915,0.975
2.916,0.975
2.917,0.975
2.918,0.975
2.919,0.975
2.92,0.975
2.921,0.975
2.922,0.975
2.923,0.975
2.924,0.975
2.925,0.975
2.926,0.975
2.927,0.975
2.928,0.975
2.929,0.975
2.93,0.975
2.931,0.975
2.932,0.975
2.933,0.975
2.934,0.975
2.935,0.975
2.936,0.975
2.937,0.975
2.938,0.975
2.939,0.975
2.94,0.975
2.941,0.975
2.942,0.975
2.943,0.975
2.944,0.975
2.945,0.975
2.946,0.975
2.947,0.975
2.948,0.975
2.949,0.975
2.95,0.975
2.951,0.975
2.952,0.975
2.953,0.975
2.954,0.975
2.955,0.975
2.956,0.975
2.957,0.975
2.958,0.975
2.959,0.975
2.96,0.975
2.961,0.975
2.962,0.975
2.963,0.975
2.964,0.975
2.965,0.975
2.966,0.975
2.967,0.975
2.968,0.975
2.969,0.975
2.97,0.975
2.971,0.975
2.972,0.975
2.973,0.975
2.974,0.975
2.975,0.975
2.976,0.975
2.977,0.975
2.978,0.975
2.979,0.975
2.98,0.975
2.981,0.975
2.982,0.975
2.983,0.975
2.984,0.975
2.985,0.975
2.986,0.975
2.987,0.975
2.988,0.975
2.989,0.975
2.99,0.975
2.991,0.975
2.992,0.975
2.993,0.975
2.994,0.975
2.995,0.975
2.996,0.975
2.997,0.975
2.998,0.975
2.999,0.975
3,0.975
3.001,0.975
3.002,0.975
3.003,0.975
3.004,0.975
3.005,0.975
3.006,0.975
3.007,0.975
3.008,0.975
3.009,0.975
3.01,0.975
3.011,0.975
3.012,0.975
3.013,0.975
3.014,0.975
3.015,0.975
3.016,0.975
3.017,0.975
3.018,0.975
3.019,0.975
3.02,0.975
3.021,0.975
3.022,0.975
3.023,0.975
3.024,0.975
3.025,0.975
3.026,0.975
3.027,0.975
3.028,0.975
3.029,0.975
3.03,0.975
3.031,0.975
3.032,0.975
3.033,0.975
3.034,0.975
3.035,0.975
3.036,0.975
3.037,0.975
3.038,0.975
3.039,0.975
3.04,0.975
3.041,0.975
3.042,0.975
3.043,0.975
3.044,0.975
3.045,0.975
3.046,0.975
3.047,0.975
3.048,0.975
3.049,0.975
3.05,0.975
3.051,0.975
3.052,0.975
3.053,0.975
3.054,0.975
3.055,0.975
3.056,0.975
3.057,0.975
3.058,0.975
3.059,0.975
3.06,0.975
3.061,0.975
3.062,0.975
3.063,0.975
3.064,0.975
3.065,0.975
3.066,0.975
3.067,0.975
3.068,0.975
3.069,0.975
3.07,0.975
3.071,0.975
3.072,0.975
3.073,0.975
3.074,0.975
3.075,0.975
3.076,0.975
3.077,0.975
3.078,0.975
3.079,0.975
3.08,0.975
3.081,0.975
3.082,0.975
3.083,0.975
3.084,0.975
3.085,0.975
3.086,0.975
3.087,0.975
3.088,0.975
3.089,0.975
3.09,0.975
3.091,0.975
3.092,0.975
3.093,0.975
3.094,0.975
3.095,0.975
3.096,0.975
3.097,0.975
3.098,0.975
3.099,0.975
3.1,0.975
3.101,0.975
3.102,0.975
3.103,0.975
3.104,0.975
3.105,0.975
3.106,0.975
3.107,0.975
3.108,0.975
3.109,0.975
3.11,0.975
3.111,0.975
3.112,0.975
3.113,0.975
3.114,0.975
3.115,0.975
3.116,0.975
3.117,0.975
3.118,0.975
3.119,0.975
3.12,0.975
3.121,0.975
3.122,0.975
3.123,0.975
3.124,0.975
3.125,0.975
3.126,0.975
3.127,0.975
3.128,0.975
3.129,0.975
3.13,0.975
3.131,0.975
3.132,0.975
3.133,0.975
3.134,0.975
3.135,0.975
3.136,0.975
3.137,0.975
3.138,0.975
3.139,0.975
3.14,0.975
3.141,0.975
3.142,0.975
3.143,0.975
3.144,0.975
3.145,0.975
3.146,0.975
3.147,0.975
3.148,0.975
3.149,0.975
3.15,0.975
3.151,0.975
3.152,0.975
3.153,0.975
3.154,0.975
3.155,0.975
3.156,0.975
3.157,0.975
3.158,0.975
3.159,0.975
3.16,0.975
3.161,0.975
3.162,0.975
3.163,0.975
3.164,0.975
3.165,0.975
3.166,0.975
3.167,0.975
3.168,0.975
3.169,0.975
3.17,0.975
3.171,0.975
3.172,0.975
3.173,0.975
3.174,0.975
3.175,0.975
3.176,0.975
3.177,0.975
3.178,0.975
3.179,0.975
3.18,0.975
3.181,0.975
3.182,0.975
3.183,0.975
3.184,0.975
3.185,0.975
3.186,0.975
3.187,0.975
3.188,0.975
3.189,0.975
3.19,0.975
3.191,0.975
3.192,0.975
3.193,0.975
3.194,0.975
3.195,0.975
3.196,0.975
3.197,0.975
3.198,0.975
3.199,0.975
3.2,0.975
3.201,0.975
3.202,0.975
3.203,0.975
3.204,0.975
3.205,0.975
3.206,0.975
3.207,0.975
3.208,0.975
3.209,0.975
3.21,0.975
3.211,0.975
3.212,0.975
3.213,0.975
3.214,0.975
3.215,0.975
3.216,0.975
3.217,0.975
3.218,0.975
3.219,0.975
3.22,0.975
3.221,0.975
3.222,0.975
3.223,0.975
3.224,0.975
3.225,0.975
3.226,0.975
3.227,0.975
3.228,0.975
3.229,0.975
3.23,0.975
3.231,0.975
3.232,0.975
3.233,0.975
3.234,0.975
3.235,0.975
3.236,0.975
3.237,0.975
3.238,0.975
3.239,0.975
3.24,0.975
3.241,0.975
3.242,0.975
3.243,0.975
3.244,0.975
3.245,0.975
3.246,0.975
3.247,0.975
3.248,0.975
3.249,0.975
3.25,0.975
3.251,0.975
3.252,0.975
3.253,0.975
3.254,0.975
3.255,0.975
3.256,0.975
3.257,0.975
3.258,0.975
3.259,0.975
3.26,0.975
3.261,0.975
3.262,0.975
3.263,0.975
3.264,0.975
3.265,0.975
3.266,0.975
3.267,0.975
3.268,0.975
3.269,0.975
3.27,0.975
3.271,0.975
3.272,0.975
3.273,0.975
3.274,0.975
3.275,0.975
3.276,0.975
3.277,0.975
3.278,0.975
3.279,0.975
3.28,0.975
3.281,0.975
3.282,0.975
3.283,0.975
3.284,0.975
3.285,0.975
3.286,0.975
3.287,0.975
3.288,0.975
3.289,0.975
3.29,0.975
3.291,0.975
3.292,0.975
3.293,0.975
3.294,0.975
3.295,0.975
3.296,0.975
3.297,0.975
3.298,0.975
3.299,0.975
3.3,0.975
3.301,0.975
3.302,0.975
3.303,0.975
3.304,0.975
3.305,0.975
3.306,0.975
3.307,0.975
3.308,0.975
3.309,0.975
3.31,0.975
3.311,0.975
3.312,0.975
3.313,0.975
3.314,0.975
3.315,0.975
3.316,0.975
3.317,0.975
3.318,0.975
3.319,0.975
3.32,0.975
3.321,0.975
3.322,0.975
3.323,0.975
3.324,0.975
3.325,0.975
3.326,0.975
3.327,0.975
3.328,0.975
3.329,0.975
3.33,0.975
3.331,0.975
3.332,0.975
3.333,0.975
3.334,0.975
3.335,0.975
3.336,0.975
3.337,0.975
3.338,0.975
3.339,0.975
3.34,0.975
3.341,0.975
3.342,0.975
3.343,0.975
3.344,0.975
3.345,0.975
3.346,0.975
3.347,0.975
3.348,0.975
3.349,0.975
3.35,0.975
3.351,0.975
3.352,0.975
3.353,0.975
3.354,0.975
3.355,0.975
3.356,0.975
3.357,0.975
3.358,0.975
3.359,0.975
3.36,0.975
3.361,0.975
3.362,0.975
3.363,0.975
3.364,0.975
3.365,0.975
3.366,0.975
3.367,0.975
3.368,0.975
3.369,0.975
3.37,0.975
3.371,0.975
3.372,0.975
3.373,0.975
3.374,0.975
3.375,0.975
3.376,0.975
3.377,0.975
3.378,0.975
3.379,0.975
3.38,0.975
3.381,0.975
3.382,0.975
3.383,0.975
3.384,0.975
3.385,0.975
3.386,0.975
3.387,0.975
3.388,0.975
3.389,0.975
3.39,0.975
3.391,0.975
3.392,0.975
3.393,0.975
3.394,0.975
3.395,0.975
3.396,0.975
3.397,0.975
3.398,0.975
3.399,0.975
3.4,0.975
3.401,0.975
3.402,0.975
3.403,0.975
3.404,0.975
3.405,0.975
3.406,0.975
3.407,0.975
3.408,0.975
3.409,0.975
3.41,0.975
3.411,0.975
3.412,0.975
3.413,0.975
3.414,0.975
3.415,0.975
3.416,0.975
3.417,0.975
3.418,0.975
3.419,0.975
3.42,0.975
3.421,0.975
