Wavelength,K-L Fiber
3.386,0.96616784
3.387,0.9660387
3.388,0.96590957
3.389,0.96578044
3.39,0.96565131
3.391,0.96552217
3.392,0.96539304
3.393,0.96526391
3.394,0.96513478
3.395,0.96500564
3.396,0.96487651
3.397,0.96474738
3.398,0.96461825
3.399,0.96448912
3.4,0.96435998
3.401,0.9643203
3.402,0.96428062
3.403,0.96424094
3.404,0.96420126
3.405,0.96416158
3.406,0.96412189
3.407,0.96408221
3.408,0.96404253
3.409,0.96400285
3.41,0.96396317
3.411,0.96392349
3.412,0.9638838
3.413,0.96384412
3.414,0.96380444
3.415,0.96376476
3.416,0.96372508
3.417,0.9636854
3.418,0.96364572
3.419,0.96360603
3.42,0.96356635
3.421,0.96345213
3.422,0.9633379
3.423,0.96322367
3.424,0.96310944
3.425,0.96299522
3.426,0.96288099
3.427,0.96276676
3.428,0.96265254
3.429,0.96253831
3.43,0.96242408
3.431,0.96230986
3.432,0.96219563
3.433,0.9620814
3.434,0.96196718
3.435,0.96185295
3.436,0.96173872
3.437,0.96162449
3.438,0.96151027
3.439,0.96139604
3.44,0.96128181
3.441,0.96110147
3.442,0.96092112
3.443,0.96074078
3.444,0.96056043
3.445,0.96038009
3.446,0.96019975
3.447,0.9600194
3.448,0.95983906
3.449,0.95965871
3.45,0.95947837
3.451,0.95929802
3.452,0.95911768
3.453,0.95893733
3.454,0.95875699
3.455,0.95857664
3.456,0.9583963
3.457,0.95821595
3.458,0.95803561
3.459,0.95785526
3.46,0.95767492
3.461,0.95738056
3.462,0.95708621
3.463,0.95679185
3.464,0.9564975
3.465,0.95620314
3.466,0.95590879
3.467,0.95561443
3.468,0.95532007
3.469,0.95502572
3.47,0.95473136
3.471,0.95443701
3.472,0.95414265
3.473,0.9538483
3.474,0.95355394
3.475,0.95325959
3.476,0.95296523
3.477,0.95267087
3.478,0.95237652
3.479,0.95208216
3.48,0.95178781
3.481,0.95170862
3.482,0.95162944
3.483,0.95155025
3.484,0.95147106
3.485,0.95139188
3.486,0.95131269
3.487,0.95123351
3.488,0.95115432
3.489,0.95107514
3.49,0.95099595
3.491,0.95091676
3.492,0.95083758
3.493,0.95075839
3.494,0.95067921
3.495,0.95060002
3.496,0.95052083
3.497,0.95044165
3.498,0.95036246
3.499,0.95028328
3.5,0.95020409
3.501,0.94987465
3.502,0.94954521
3.503,0.94921576
3.504,0.94888632
3.505,0.94855688
3.506,0.94822744
3.507,0.947898
3.508,0.94756855
3.509,0.94723911
3.51,0.94690967
3.511,0.94658023
3.512,0.94625078
3.513,0.94592134
3.514,0.9455919
3.515,0.94526246
3.516,0.94493302
3.517,0.94460357
3.518,0.94427413
3.519,0.94394469
3.52,0.94361525
3.521,0.94348715
3.522,0.94335905
3.523,0.94323096
3.524,0.94310286
3.525,0.94297476
3.526,0.94284667
3.527,0.94271857
3.528,0.94259047
3.529,0.94246238
3.53,0.94233428
3.531,0.94220618
3.532,0.94207809
3.533,0.94194999
3.534,0.94182189
3.535,0.9416938
3.536,0.9415657
3.537,0.9414376
3.538,0.94130951
3.539,0.94118141
3.54,0.94105331
3.541,0.94072932
3.542,0.94040532
3.543,0.94008132
3.544,0.93975733
3.545,0.93943333
3.546,0.93910934
3.547,0.93878534
3.548,0.93846135
3.549,0.93813735
3.55,0.93781335
3.551,0.93748936
3.552,0.93716536
3.553,0.93684137
3.554,0.93651737
3.555,0.93619337
3.556,0.93586938
3.557,0.93554538
3.558,0.93522139
3.559,0.93489739
3.56,0.9345734
3.561,0.93442706
3.562,0.93428072
3.563,0.93413438
3.564,0.93398804
3.565,0.9338417
3.566,0.93369536
3.567,0.93354902
3.568,0.93340268
3.569,0.93325634
3.57,0.93311
3.571,0.93296366
3.572,0.93281732
3.573,0.93267098
3.574,0.93252464
3.575,0.9323783
3.576,0.93223196
3.577,0.93208562
3.578,0.93193928
3.579,0.93179294
3.58,0.9316466
3.581,0.93128814
3.582,0.93092968
3.583,0.93057122
3.584,0.93021277
3.585,0.92985431
3.586,0.92949585
3.587,0.92913739
3.588,0.92877894
3.589,0.92842048
3.59,0.92806202
3.591,0.92770356
3.592,0.9273451
3.593,0.92698665
3.594,0.92662819
3.595,0.92626973
3.596,0.92591127
3.597,0.92555281
3.598,0.92519436
3.599,0.9248359
3.6,0.92447744
3.601,0.92430191
3.602,0.92412638
3.603,0.92395084
3.604,0.92377531
3.605,0.92359978
3.606,0.92342425
3.607,0.92324871
3.608,0.92307318
3.609,0.92289765
3.61,0.92272212
3.611,0.92254658
3.612,0.92237105
3.613,0.92219552
3.614,0.92201998
3.615,0.92184445
3.616,0.92166892
3.617,0.92149339
3.618,0.92131785
3.619,0.92114232
3.62,0.92096679
3.621,0.92049102
3.622,0.92001525
3.623,0.91953948
3.624,0.91906372
3.625,0.91858795
3.626,0.91811218
3.627,0.91763641
3.628,0.91716064
3.629,0.91668487
3.63,0.91620911
3.631,0.91573334
3.632,0.91525757
3.633,0.9147818
3.634,0.91430603
3.635,0.91383026
3.636,0.9133545
3.637,0.91287873
3.638,0.91240296
3.639,0.91192719
3.64,0.91145142
3.641,0.9112389
3.642,0.91102638
3.643,0.91081386
3.644,0.91060134
3.645,0.91038882
3.646,0.9101763
3.647,0.90996378
3.648,0.90975126
3.649,0.90953874
3.65,0.90932622
3.651,0.9091137
3.652,0.90890118
3.653,0.90868866
3.654,0.90847614
3.655,0.90826361
3.656,0.90805109
3.657,0.90783857
3.658,0.90762605
3.659,0.90741353
3.66,0.90720101
3.661,0.90659566
3.662,0.9059903
3.663,0.90538494
3.664,0.90477958
3.665,0.90417423
3.666,0.90356887
3.667,0.90296351
3.668,0.90235816
3.669,0.9017528
3.67,0.90114744
3.671,0.90054209
3.672,0.89993673
3.673,0.89933137
3.674,0.89872602
3.675,0.89812066
3.676,0.8975153
3.677,0.89690995
3.678,0.89630459
3.679,0.89569923
3.68,0.89509388
3.681,0.89488632
3.682,0.89467877
3.683,0.89447121
3.684,0.89426366
3.685,0.8940561
3.686,0.89384855
3.687,0.893641
3.688,0.89343344
3.689,0.89322589
3.69,0.89301833
3.691,0.89281078
3.692,0.89260323
3.693,0.89239567
3.694,0.89218812
3.695,0.89198056
3.696,0.89177301
3.697,0.89156545
3.698,0.8913579
3.699,0.89115035
3.7,0.89094279
3.701,0.89026887
3.702,0.88959494
3.703,0.88892101
3.704,0.88824709
3.705,0.88757316
3.706,0.88689924
3.707,0.88622531
3.708,0.88555139
3.709,0.88487746
3.71,0.88420353
3.711,0.88352961
3.712,0.88285568
3.713,0.88218176
3.714,0.88150783
3.715,0.88083391
3.716,0.88015998
3.717,0.87948605
3.718,0.87881213
3.719,0.8781382
3.72,0.87746428
3.721,0.87718992
3.722,0.87691555
3.723,0.87664119
3.724,0.87636683
3.725,0.87609247
3.726,0.87581811
3.727,0.87554375
3.728,0.87526939
3.729,0.87499503
3.73,0.87472066
3.731,0.8744463
3.732,0.87417194
3.733,0.87389758
3.734,0.87362322
3.735,0.87334886
3.736,0.8730745
3.737,0.87280013
3.738,0.87252577
3.739,0.87225141
3.74,0.87197705
3.741,0.87131326
3.742,0.87064947
3.743,0.86998569
3.744,0.8693219
3.745,0.86865811
3.746,0.86799432
3.747,0.86733053
3.748,0.86666674
3.749,0.86600295
3.75,0.86533917
3.751,0.86467538
3.752,0.86401159
3.753,0.8633478
3.754,0.86268401
3.755,0.86202022
3.756,0.86135643
3.757,0.86069265
3.758,0.86002886
3.759,0.85936507
3.76,0.85870128
3.761,0.85835726
3.762,0.85801324
3.763,0.85766923
3.764,0.85732521
3.765,0.85698119
3.766,0.85663717
3.767,0.85629316
3.768,0.85594914
3.769,0.85560512
3.77,0.8552611
3.771,0.85491708
3.772,0.85457307
3.773,0.85422905
3.774,0.85388503
3.775,0.85354101
3.776,0.85319699
3.777,0.85285298
3.778,0.85250896
3.779,0.85216494
3.78,0.85182092
3.781,0.85118068
3.782,0.85054044
3.783,0.8499002
3.784,0.84925996
3.785,0.84861972
3.786,0.84797948
3.787,0.84733924
3.788,0.846699
3.789,0.84605876
3.79,0.84541852
3.791,0.84477828
3.792,0.84413803
3.793,0.84349779
3.794,0.84285755
3.795,0.84221731
3.796,0.84157707
3.797,0.84093683
3.798,0.84029659
3.799,0.83965635
3.8,0.83901611
3.801,0.83861225
3.802,0.8382084
3.803,0.83780454
3.804,0.83740069
3.805,0.83699683
3.806,0.83659298
3.807,0.83618912
3.808,0.83578527
3.809,0.83538141
3.81,0.83497755
3.811,0.8345737
3.812,0.83416984
3.813,0.83376599
3.814,0.83336213
3.815,0.83295828
3.816,0.83255442
3.817,0.83215057
3.818,0.83174671
3.819,0.83134286
3.82,0.830939
3.821,0.83018373
3.822,0.82942847
3.823,0.8286732
3.824,0.82791793
3.825,0.82716266
3.826,0.8264074
3.827,0.82565213
3.828,0.82489686
3.829,0.82414159
3.83,0.82338633
3.831,0.82263106
3.832,0.82187579
3.833,0.82112053
3.834,0.82036526
3.835,0.81960999
3.836,0.81885472
3.837,0.81809946
3.838,0.81734419
3.839,0.81658892
3.84,0.81583366
3.841,0.81528091
3.842,0.81472816
3.843,0.81417542
3.844,0.81362267
3.845,0.81306993
3.846,0.81251718
3.847,0.81196444
3.848,0.81141169
3.849,0.81085895
3.85,0.8103062
3.851,0.80975346
3.852,0.80920071
3.853,0.80864797
3.854,0.80809522
3.855,0.80754248
3.856,0.80698973
3.857,0.80643699
3.858,0.80588424
3.859,0.8053315
3.86,0.80477875
3.861,0.80387175
3.862,0.80296474
3.863,0.80205773
3.864,0.80115072
3.865,0.80024372
3.866,0.79933671
3.867,0.7984297
3.868,0.7975227
3.869,0.79661569
3.87,0.79570868
3.871,0.79480168
3.872,0.79389467
3.873,0.79298766
3.874,0.79208065
3.875,0.79117365
3.876,0.79026664
3.877,0.78935963
3.878,0.78845263
3.879,0.78754562
3.88,0.78663861
3.881,0.78602871
3.882,0.78541881
3.883,0.78480892
3.884,0.78419902
3.885,0.78358912
3.886,0.78297922
3.887,0.78236932
3.888,0.78175942
3.889,0.78114952
3.89,0.78053962
3.891,0.77992972
3.892,0.77931982
3.893,0.77870992
3.894,0.77810003
3.895,0.77749013
3.896,0.77688023
3.897,0.77627033
3.898,0.77566043
3.899,0.77505053
3.9,0.77444063
3.901,0.77343738
3.902,0.77243414
3.903,0.77143089
3.904,0.77042764
3.905,0.76942439
3.906,0.76842114
3.907,0.7674179
3.908,0.76641465
3.909,0.7654114
3.91,0.76440815
3.911,0.7634049
3.912,0.76240166
3.913,0.76139841
3.914,0.76039516
3.915,0.75939191
3.916,0.75838866
3.917,0.75738542
3.918,0.75638217
3.919,0.75537892
3.92,0.75437567
3.921,0.75367304
3.922,0.7529704
3.923,0.75226777
3.924,0.75156513
3.925,0.7508625
3.926,0.75015986
3.927,0.74945723
3.928,0.7487546
3.929,0.74805196
3.93,0.74734933
3.931,0.74664669
3.932,0.74594406
3.933,0.74524142
3.934,0.74453879
3.935,0.74383615
3.936,0.74313352
3.937,0.74243089
3.938,0.74172825
3.939,0.74102562
3.94,0.74032298
3.941,0.73927612
3.942,0.73822927
3.943,0.73718241
3.944,0.73613555
3.945,0.73508869
3.946,0.73404184
3.947,0.73299498
3.948,0.73194812
3.949,0.73090126
3.95,0.72985441
3.951,0.72880755
3.952,0.72776069
3.953,0.72671383
3.954,0.72566698
3.955,0.72462012
3.956,0.72357326
3.957,0.7225264
3.958,0.72147955
3.959,0.72043269
3.96,0.71938583
3.961,0.71863142
3.962,0.717877
3.963,0.71712259
3.964,0.71636817
3.965,0.71561376
3.966,0.71485934
3.967,0.71410493
3.968,0.71335051
3.969,0.7125961
3.97,0.71184168
3.971,0.71108727
3.972,0.71033285
3.973,0.70957844
3.974,0.70882403
3.975,0.70806961
3.976,0.7073152
3.977,0.70656078
3.978,0.70580637
3.979,0.70505195
3.98,0.70429754
3.981,0.70242132
3.982,0.7005451
3.983,0.69866888
3.984,0.69679267
3.985,0.69491645
3.986,0.69304023
3.987,0.69116401
3.988,0.6892878
3.989,0.68741158
3.99,0.68553536
3.991,0.68365914
3.992,0.68178292
3.993,0.67990671
3.994,0.67803049
3.995,0.67615427
3.996,0.67427805
3.997,0.67240184
3.998,0.67052562
3.999,0.6686494
4,0.66677318
4.001,0.66598831
4.002,0.66520344
4.003,0.66441857
4.004,0.6636337
4.005,0.66284883
4.006,0.66206396
4.007,0.66127909
4.008,0.66049422
4.009,0.65970935
4.01,0.65892448
4.011,0.65813961
4.012,0.65735474
4.013,0.65656987
4.014,0.655785
4.015,0.65500013
4.016,0.65421526
4.017,0.65343039
4.018,0.65264552
4.019,0.65186065
4.02,0.65107578
4.021,0.64981267
4.022,0.64854956
4.023,0.64728645
4.024,0.64602335
4.025,0.64476024
4.026,0.64349713
4.027,0.64223402
4.028,0.64097091
4.029,0.6397078
4.03,0.63844469
4.031,0.63718158
4.032,0.63591847
4.033,0.63465536
4.034,0.63339225
4.035,0.63212914
4.036,0.63086603
4.037,0.62960292
4.038,0.62833981
4.039,0.6270767
4.04,0.62581359
4.041,0.62506922
4.042,0.62432484
4.043,0.62358046
4.044,0.62283609
4.045,0.62209171
4.046,0.62134734
4.047,0.62060296
4.048,0.61985858
4.049,0.61911421
4.05,0.61836983
4.051,0.61762546
4.052,0.61688108
4.053,0.61613671
4.054,0.61539233
4.055,0.61464795
4.056,0.61390358
4.057,0.6131592
4.058,0.61241483
4.059,0.61167045
4.06,0.61092608
4.061,0.6094957
4.062,0.60806532
4.063,0.60663495
4.064,0.60520457
4.065,0.60377419
4.066,0.60234382
4.067,0.60091344
4.068,0.59948307
4.069,0.59805269
4.07,0.59662231
4.071,0.59519194
4.072,0.59376156
4.073,0.59233118
4.074,0.59090081
4.075,0.58947043
4.076,0.58804006
4.077,0.58660968
4.078,0.5851793
4.079,0.58374893
4.08,0.58231855
4.081,0.58139814
4.082,0.58047773
4.083,0.57955731
4.084,0.5786369
4.085,0.57771649
4.086,0.57679607
4.087,0.57587566
4.088,0.57495525
4.089,0.57403483
4.09,0.57311442
4.091,0.57219401
4.092,0.57127359
4.093,0.57035318
4.094,0.56943277
4.095,0.56851236
4.096,0.56759194
4.097,0.56667153
4.098,0.56575112
4.099,0.5648307
4.1,0.56391029
4.101,0.56235633
4.102,0.56080238
4.103,0.55924842
4.104,0.55769446
4.105,0.5561405
4.106,0.55458655
4.107,0.55303259
4.108,0.55147863
4.109,0.54992468
4.11,0.54837072
4.111,0.54681676
4.112,0.54526281
4.113,0.54370885
4.114,0.54215489
4.115,0.54060093
4.116,0.53904698
4.117,0.53749302
4.118,0.53593906
4.119,0.53438511
4.12,0.53283115
4.121,0.5317845
4.122,0.53073785
4.123,0.52969119
4.124,0.52864454
4.125,0.52759789
4.126,0.52655124
4.127,0.52550459
4.128,0.52445793
4.129,0.52341128
4.13,0.52236463
4.131,0.52131798
4.132,0.52027133
4.133,0.51922468
4.134,0.51817802
4.135,0.51713137
4.136,0.51608472
4.137,0.51503807
4.138,0.51399142
4.139,0.51294477
4.14,0.51189811
4.141,0.51026531
4.142,0.5086325
4.143,0.5069997
4.144,0.50536689
4.145,0.50373408
4.146,0.50210128
4.147,0.50046847
4.148,0.49883566
4.149,0.49720286
4.15,0.49557005
4.151,0.49393725
4.152,0.49230444
4.153,0.49067163
4.154,0.48903883
4.155,0.48740602
4.156,0.48577321
4.157,0.48414041
4.158,0.4825076
4.159,0.4808748
4.16,0.47924199
4.161,0.47842407
4.162,0.47760615
4.163,0.47678823
4.164,0.47597031
4.165,0.47515239
4.166,0.47433447
4.167,0.47351655
4.168,0.47269863
4.169,0.47188071
4.17,0.47106279
4.171,0.47024487
4.172,0.46942695
4.173,0.46860903
4.174,0.46779111
4.175,0.46697319
4.176,0.46615527
4.177,0.46533735
4.178,0.46451943
4.179,0.46370151
4.18,0.46288359
4.181,0.4589404
4.182,0.45499722
4.183,0.45105403
4.184,0.44711085
4.185,0.44316766
4.186,0.43922448
4.187,0.43528129
4.188,0.43133811
4.189,0.42739492
4.19,0.42345174
4.191,0.41950855
4.192,0.41556537
4.193,0.41162219
4.194,0.407679
4.195,0.40373582
4.196,0.39979263
4.197,0.39584945
4.198,0.39190626
4.199,0.38796308
4.2,0.38401989
4.201,0.3850108
4.202,0.38600171
4.203,0.38699262
4.204,0.38798353
4.205,0.38897444
4.206,0.38996535
4.207,0.39095626
4.208,0.39194717
4.209,0.39293808
4.21,0.39392899
4.211,0.3949199
4.212,0.39591081
4.213,0.39690172
4.214,0.39789263
4.215,0.39888354
4.216,0.39987445
4.217,0.40086536
4.218,0.40185627
4.219,0.40284718
4.22,0.40383809
4.221,0.4033214
4.222,0.40280472
4.223,0.40228803
4.224,0.40177134
4.225,0.40125465
4.226,0.40073796
4.227,0.40022127
4.228,0.39970458
4.229,0.39918789
4.23,0.3986712
4.231,0.39815451
4.232,0.39763782
4.233,0.39712113
4.234,0.39660444
4.235,0.39608775
4.236,0.39557106
4.237,0.39505438
4.238,0.39453769
4.239,0.394021
4.24,0.39350431
4.241,0.39194485
4.242,0.39038539
4.243,0.38882593
4.244,0.38726647
4.245,0.38570701
4.246,0.38414755
4.247,0.38258809
4.248,0.38102863
4.249,0.37946917
4.25,0.3779097
4.251,0.37635024
4.252,0.37479078
4.253,0.37323132
4.254,0.37167186
4.255,0.3701124
4.256,0.36855294
4.257,0.36699348
4.258,0.36543402
4.259,0.36387456
4.26,0.3623151
4.261,0.36142441
4.262,0.36053372
4.263,0.35964303
4.264,0.35875233
4.265,0.35786164
4.266,0.35697095
4.267,0.35608026
4.268,0.35518957
4.269,0.35429887
4.27,0.35340818
4.271,0.35251749
4.272,0.3516268
4.273,0.35073611
4.274,0.34984541
4.275,0.34895472
4.276,0.34806403
4.277,0.34717334
4.278,0.34628265
4.279,0.34539195
4.28,0.34450126
4.281,0.34293592
4.282,0.34137057
4.283,0.33980522
4.284,0.33823988
4.285,0.33667453
4.286,0.33510919
4.287,0.33354384
4.288,0.33197849
4.289,0.33041315
4.29,0.3288478
4.291,0.32728246
4.292,0.32571711
4.293,0.32415176
4.294,0.32258642
4.295,0.32102107
4.296,0.31945573
4.297,0.31789038
4.298,0.31632503
4.299,0.31475969
4.3,0.31319434
4.301,0
4.302,0
4.303,0
4.304,0
4.305,0
4.306,0
4.307,0
4.308,0
4.309,0
4.31,0
4.311,0
4.312,0
4.313,0
4.314,0
4.315,0
4.316,0
4.317,0
4.318,0
4.319,0
4.32,0
4.321,0
4.322,0
4.323,0
4.324,0
4.325,0
4.326,0
4.327,0
4.328,0
4.329,0
4.33,0
4.331,0
4.332,0
4.333,0
4.334,0
4.335,0
4.336,0
4.337,0
4.338,0
4.339,0
4.34,0
4.341,0
4.342,0
4.343,0
4.344,0
4.345,0
4.346,0
4.347,0
4.348,0
4.349,0
4.35,0
4.351,0
4.352,0
4.353,0
4.354,0
4.355,0
4.356,0
4.357,0
4.358,0
4.359,0
4.36,0
4.361,0
4.362,0
4.363,0
4.364,0
4.365,0
4.366,0
4.367,0
4.368,0
4.369,0
4.37,0
4.371,0
4.372,0
4.373,0
4.374,0
4.375,0
4.376,0
4.377,0
4.378,0
4.379,0
4.38,0
4.381,0
4.382,0
4.383,0
4.384,0
4.385,0
4.386,0
4.387,0
4.388,0
4.389,0
4.39,0
4.391,0
4.392,0
4.393,0
4.394,0
4.395,0
4.396,0
4.397,0
4.398,0
4.399,0
4.4,0
4.401,0
4.402,0
4.403,0
4.404,0
4.405,0
4.406,0
4.407,0
4.408,0
4.409,0
4.41,0
4.411,0
4.412,0
4.413,0
4.414,0
4.415,0
4.416,0
4.417,0
4.418,0
4.419,0
4.42,0
4.421,0
4.422,0
4.423,0
4.424,0
4.425,0
4.426,0
4.427,0
4.428,0
4.429,0
4.43,0
4.431,0
4.432,0
4.433,0
4.434,0
4.435,0
4.436,0
4.437,0
4.438,0
4.439,0
4.44,0
4.441,0
4.442,0
4.443,0
4.444,0
4.445,0
4.446,0
4.447,0
4.448,0
4.449,0
4.45,0
4.451,0
4.452,0
4.453,0
4.454,0
4.455,0
4.456,0
4.457,0
4.458,0
4.459,0
4.46,0
4.461,0
4.462,0
4.463,0
4.464,0
4.465,0
4.466,0
4.467,0
4.468,0
4.469,0
4.47,0
4.471,0
4.472,0
4.473,0
4.474,0
4.475,0
4.476,0
4.477,0
4.478,0
4.479,0
4.48,0
4.481,0
4.482,0
4.483,0
4.484,0
4.485,0
4.486,0
4.487,0
4.488,0
4.489,0
4.49,0
4.491,0
4.492,0
4.493,0
4.494,0
4.495,0
4.496,0
4.497,0
4.498,0
4.499,0
4.5,0
4.501,0
4.502,0
4.503,0
4.504,0
4.505,0
4.506,0
4.507,0
4.508,0
4.509,0
4.51,0
4.511,0
4.512,0
4.513,0
4.514,0
4.515,0
4.516,0
4.517,0
4.518,0
4.519,0
4.52,0
4.521,0
4.522,0
4.523,0
4.524,0
4.525,0
4.526,0
4.527,0
4.528,0
4.529,0
4.53,0
4.531,0
4.532,0
4.533,0
4.534,0
4.535,0
4.536,0
4.537,0
4.538,0
4.539,0
4.54,0
4.541,0
4.542,0
4.543,0
4.544,0
4.545,0
4.546,0
4.547,0
4.548,0
4.549,0
4.55,0
4.551,0
4.552,0
4.553,0
4.554,0
4.555,0
4.556,0
4.557,0
4.558,0
4.559,0
4.56,0
4.561,0
4.562,0
4.563,0
4.564,0
4.565,0
4.566,0
4.567,0
4.568,0
4.569,0
4.57,0
4.571,0
4.572,0
4.573,0
4.574,0
4.575,0
4.576,0
4.577,0
4.578,0
4.579,0
4.58,0
4.581,0
4.582,0
4.583,0
4.584,0
4.585,0
4.586,0
4.587,0
4.588,0
4.589,0
4.59,0
4.591,0
4.592,0
4.593,0
4.594,0
4.595,0
4.596,0
4.597,0
4.598,0
4.599,0
4.6,0
4.601,0
4.602,0
4.603,0
4.604,0
4.605,0
4.606,0
4.607,0
4.608,0
4.609,0
4.61,0
4.611,0
4.612,0
4.613,0
4.614,0
4.615,0
4.616,0
4.617,0
4.618,0
4.619,0
4.62,0
4.621,0
4.622,0
4.623,0
4.624,0
4.625,0
4.626,0
4.627,0
4.628,0
4.629,0
4.63,0
4.631,0
4.632,0
4.633,0
4.634,0
4.635,0
4.636,0
4.637,0
4.638,0
4.639,0
4.64,0
4.641,0
4.642,0
4.643,0
4.644,0
4.645,0
4.646,0
4.647,0
4.648,0
4.649,0
4.65,0
4.651,0
4.652,0
4.653,0
4.654,0
4.655,0
4.656,0
4.657,0
4.658,0
4.659,0
4.66,0
4.661,0
4.662,0
4.663,0
4.664,0
4.665,0
4.666,0
4.667,0
4.668,0
4.669,0
4.67,0
4.671,0
4.672,0
4.673,0
4.674,0
4.675,0
4.676,0
4.677,0
4.678,0
4.679,0
4.68,0
4.681,0
4.682,0
4.683,0
4.684,0
4.685,0
4.686,0
4.687,0
4.688,0
4.689,0
4.69,0
4.691,0
4.692,0
4.693,0
4.694,0
4.695,0
4.696,0
4.697,0
4.698,0
4.699,0
4.7,0
4.701,0
4.702,0
4.703,0
4.704,0
4.705,0
4.706,0
4.707,0
4.708,0
4.709,0
4.71,0
4.711,0
4.712,0
4.713,0
4.714,0
4.715,0
4.716,0
4.717,0
4.718,0
4.719,0
4.72,0
4.721,0
4.722,0
4.723,0
4.724,0
4.725,0
4.726,0
4.727,0
4.728,0
4.729,0
4.73,0
4.731,0
4.732,0
4.733,0
4.734,0
4.735,0
4.736,0
4.737,0
4.738,0
4.739,0
4.74,0
4.741,0
4.742,0
4.743,0
4.744,0
4.745,0
4.746,0
4.747,0
4.748,0
4.749,0
4.75,0
4.751,0
4.752,0
4.753,0
4.754,0
4.755,0
4.756,0
4.757,0
4.758,0
4.759,0
4.76,0
4.761,0
4.762,0
4.763,0
4.764,0
4.765,0
4.766,0
4.767,0
4.768,0
4.769,0
4.77,0
4.771,0
4.772,0
4.773,0
4.774,0
4.775,0
4.776,0
4.777,0
4.778,0
4.779,0
4.78,0
4.781,0
4.782,0
4.783,0
4.784,0
4.785,0
4.786,0
4.787,0
4.788,0
4.789,0
4.79,0
4.791,0
4.792,0
4.793,0
4.794,0
4.795,0
4.796,0
4.797,0
4.798,0
4.799,0
4.8,0
4.801,0
4.802,0
4.803,0
4.804,0
4.805,0
4.806,0
4.807,0
4.808,0
4.809,0
4.81,0
4.811,0
4.812,0
4.813,0
4.814,0
4.815,0
4.816,0
4.817,0
4.818,0
4.819,0
4.82,0
4.821,0
4.822,0
4.823,0
4.824,0
4.825,0
4.826,0
4.827,0
4.828,0
4.829,0
4.83,0
4.831,0
4.832,0
4.833,0
4.834,0
4.835,0
4.836,0
4.837,0
4.838,0
4.839,0
4.84,0
4.841,0
4.842,0
4.843,0
4.844,0
4.845,0
4.846,0
4.847,0
4.848,0
4.849,0
4.85,0
4.851,0
4.852,0
4.853,0
4.854,0
4.855,0
4.856,0
4.857,0
4.858,0
4.859,0
4.86,0
4.861,0
4.862,0
4.863,0
4.864,0
4.865,0
4.866,0
4.867,0
4.868,0
4.869,0
4.87,0
4.871,0
4.872,0
4.873,0
4.874,0
4.875,0
4.876,0
4.877,0
4.878,0
4.879,0
4.88,0
4.881,0
4.882,0
4.883,0
4.884,0
4.885,0
4.886,0
4.887,0
4.888,0
4.889,0
4.89,0
4.891,0
4.892,0
4.893,0
4.894,0
4.895,0
4.896,0
4.897,0
4.898,0
4.899,0
4.9,0
4.901,0
4.902,0
4.903,0
4.904,0
4.905,0
4.906,0
4.907,0
4.908,0
4.909,0
4.91,0
4.911,0
4.912,0
4.913,0
4.914,0
4.915,0
4.916,0
4.917,0
4.918,0
4.919,0
4.92,0
4.921,0
4.922,0
4.923,0
4.924,0
4.925,0
4.926,0
4.927,0
4.928,0
4.929,0
4.93,0
4.931,0
4.932,0
4.933,0
4.934,0
4.935,0
4.936,0
4.937,0
4.938,0
4.939,0
4.94,0
4.941,0
4.942,0
4.943,0
4.944,0
4.945,0
4.946,0
4.947,0
4.948,0
4.949,0
4.95,0
4.951,0
4.952,0
4.953,0
4.954,0
4.955,0
4.956,0
4.957,0
4.958,0
4.959,0
4.96,0
4.961,0
4.962,0
4.963,0
4.964,0
4.965,0
4.966,0
4.967,0
4.968,0
4.969,0
4.97,0
4.971,0
4.972,0
4.973,0
4.974,0
4.975,0
4.976,0
4.977,0
4.978,0
4.979,0
4.98,0
4.981,0
4.982,0
4.983,0
4.984,0
4.985,0
4.986,0
4.987,0
4.988,0
4.989,0
4.99,0
4.991,0
4.992,0
4.993,0
4.994,0
4.995,0
4.996,0
4.997,0
4.998,0
4.999,0
5,0