Wavelength,Opticoat Ag
2.117,0.992467156
2.118,0.992197241
2.119,0.992018565
2.12,0.991953938
2.121,0.991966471
2.122,0.992002449
2.123,0.992059439
2.124,0.992135007
2.125,0.992226721
2.126,0.992332148
2.127,0.992448854
2.128,0.992574407
2.129,0.992706375
2.13,0.992842323
2.131,0.993020798
2.132,0.99327085
2.133,0.9935758
2.134,0.99391897
2.135,0.994283682
2.136,0.994653257
2.137,0.995011017
2.138,0.995340283
2.139,0.995624377
2.14,0.995846622
2.141,0.996023888
2.142,0.996185661
2.143,0.996334183
2.144,0.996471694
2.145,0.996600436
2.146,0.996722651
2.147,0.99684058
2.148,0.996956465
2.149,0.997072547
2.15,0.997191067
2.151,0.997311739
2.152,0.997432195
2.153,0.997551557
2.154,0.997668945
2.155,0.99778348
2.156,0.997894285
2.157,0.99800048
2.158,0.998101185
2.159,0.998195523
2.16,0.998282615
2.161,0.998365192
2.162,0.998446128
2.163,0.998524755
2.164,0.998600406
2.165,0.998672415
2.166,0.998740113
2.167,0.998802834
2.168,0.998859912
2.169,0.998910677
2.17,0.998954464
2.171,0.99899492
2.172,0.999035456
2.173,0.99907505
2.174,0.999112681
2.175,0.999147326
2.176,0.999177964
2.177,0.999203572
2.178,0.999223128
2.179,0.999235612
2.18,0.99924
2.181,0.99924
2.182,0.99924
2.183,0.99924
2.184,0.99924
2.185,0.99924
2.186,0.99924
2.187,0.99924
2.188,0.99924
2.189,0.99924
2.19,0.99924
2.191,0.99924
2.192,0.99924
2.193,0.99924
2.194,0.99924
2.195,0.99924
2.196,0.99924
2.197,0.99924
2.198,0.99924
2.199,0.99924
2.2,0.99924
2.201,0.99924
2.202,0.99924
2.203,0.99924
2.204,0.99924
2.205,0.99924
2.206,0.99924
2.207,0.99924
2.208,0.99924
2.209,0.99924
2.21,0.99924
2.211,0.99924
2.212,0.99924
2.213,0.99924
2.214,0.99924
2.215,0.99924
2.216,0.99924
2.217,0.99924
2.218,0.99924
2.219,0.99924
2.22,0.99924
2.221,0.99924
2.222,0.99924
2.223,0.99924
2.224,0.99924
2.225,0.99924
2.226,0.99924
2.227,0.99924
2.228,0.99924
2.229,0.99924
2.23,0.99924
2.231,0.99924
2.232,0.99924
2.233,0.99924
2.234,0.99924
2.235,0.99924
2.236,0.99924
2.237,0.99924
2.238,0.99924
2.239,0.99924
2.24,0.99924
2.241,0.99924
2.242,0.99924
2.243,0.99924
2.244,0.99924
2.245,0.99924
2.246,0.99924
2.247,0.99924
2.248,0.99924
2.249,0.99924
2.25,0.99924
2.251,0.99924
2.252,0.99924
2.253,0.99924
2.254,0.99924
2.255,0.99924
2.256,0.99924
2.257,0.99924
2.258,0.99924
2.259,0.99924
2.26,0.99924
2.261,0.99924
2.262,0.99924
2.263,0.99924
2.264,0.99924
2.265,0.99924
2.266,0.99924
2.267,0.99924
2.268,0.99924
2.269,0.99924
2.27,0.99924
2.271,0.99924
2.272,0.99924
2.273,0.99924
2.274,0.99924
2.275,0.99924
2.276,0.99924
2.277,0.99924
2.278,0.99924
2.279,0.99924
2.28,0.99924
2.281,0.99910432
2.282,0.998721351
2.283,0.998127198
2.284,0.997357968
2.285,0.996449766
2.286,0.995438698
2.287,0.99436087
2.288,0.993252389
2.289,0.992149359
2.29,0.991087887
2.291,0.989864488
2.292,0.98832194
2.293,0.986565749
2.294,0.984701417
2.295,0.982834447
2.296,0.981070343
2.297,0.979514608
2.298,0.978272745
2.299,0.977450258
2.3,0.977152651
2.301,0.97721912
2.302,0.97740485
2.303,0.977689325
2.304,0.97805203
2.305,0.978472449
2.306,0.978930067
2.307,0.979404368
2.308,0.979874835
2.309,0.980320955
2.31,0.98072221
2.311,0.981132251
2.312,0.981602219
2.313,0.982107831
2.314,0.982624807
2.315,0.983128866
2.316,0.983595726
2.317,0.984001106
2.318,0.984320726
2.319,0.984530304
2.32,0.984605559
2.321,0.984212487
2.322,0.98313291
2.323,0.981516289
2.324,0.979512085
2.325,0.977269757
2.326,0.974938766
2.327,0.972668573
2.328,0.970608638
2.329,0.96890842
2.33,0.967717381
2.331,0.966888926
2.332,0.966163657
2.333,0.965521823
2.334,0.964943677
2.335,0.964409471
2.336,0.963899455
2.337,0.963393882
2.338,0.962873002
2.339,0.962317068
2.34,0.961706331
2.341,0.960989461
2.342,0.960158118
2.343,0.959257038
2.344,0.958330957
2.345,0.957424613
2.346,0.956582741
2.347,0.955850077
2.348,0.955271358
2.349,0.95489132
2.35,0.954754699
2.351,0.954819871
2.352,0.955002721
2.353,0.955284248
2.354,0.955645451
2.355,0.956067332
2.356,0.956530888
2.357,0.957017121
2.358,0.957507029
2.359,0.957981613
2.36,0.958421872
2.361,0.958828138
2.362,0.959221003
2.363,0.959611856
2.364,0.960012085
2.365,0.96043308
2.366,0.960886229
2.367,0.961382921
2.368,0.961934545
2.369,0.962552489
2.37,0.963248143
2.371,0.964157011
2.372,0.965368166
2.373,0.96682335
2.374,0.968464306
2.375,0.970232778
2.376,0.972070506
2.377,0.973919234
2.378,0.975720704
2.379,0.977416659
2.38,0.978948841
2.381,0.980392533
2.382,0.98185098
2.383,0.983307872
2.384,0.984746897
2.385,0.986151742
2.386,0.987506097
2.387,0.988793649
2.388,0.989998088
2.389,0.991103101
2.39,0.992092377
2.391,0.993005199
2.392,0.993888182
2.393,0.994736011
2.394,0.995543369
2.395,0.996304943
2.396,0.997015416
2.397,0.997669474
2.398,0.9982618
2.399,0.998787081
2.4,0.99924
2.401,0.99924
2.402,0.99924
2.403,0.99924
2.404,0.99924
2.405,0.99924
2.406,0.99924
2.407,0.99924
2.408,0.99924
2.409,0.99924
2.41,0.99924
2.411,0.99924
2.412,0.99924
2.413,0.99924
2.414,0.99924
2.415,0.99924
2.416,0.99924
2.417,0.99924
2.418,0.99924
2.419,0.99924
2.42,0.99924
2.421,0.99924
2.422,0.99924
2.423,0.99924
2.424,0.99924
2.425,0.99924
2.426,0.99924
2.427,0.99924
2.428,0.99924
2.429,0.99924
2.43,0.99924
2.431,0.99924
2.432,0.99924
2.433,0.99924
2.434,0.99924
2.435,0.99924
2.436,0.99924
2.437,0.99924
2.438,0.99924
2.439,0.99924
2.44,0.99924
2.441,0.99924
2.442,0.99924
2.443,0.99924
2.444,0.99924
2.445,0.99924
2.446,0.99924
2.447,0.99924
2.448,0.99924
2.449,0.99924
2.45,0.99924
2.451,0.99924
2.452,0.99924
2.453,0.99924
2.454,0.99924
2.455,0.99924
2.456,0.99924
2.457,0.99924
2.458,0.99924
2.459,0.99924
2.46,0.99924
2.461,0.99924
2.462,0.99924
2.463,0.99924
2.464,0.99924
2.465,0.99924
2.466,0.99924
2.467,0.99924
2.468,0.99924
2.469,0.99924
2.47,0.99924
2.471,0.99924
2.472,0.99924
2.473,0.99924
2.474,0.99924
2.475,0.99924
2.476,0.99924
2.477,0.99924
2.478,0.99924
2.479,0.99924
2.48,0.99924
2.481,0.99924
2.482,0.99924
2.483,0.99924
2.484,0.99924
2.485,0.99924
2.486,0.99924
2.487,0.99924
2.488,0.99924
2.489,0.99924
2.49,0.99924
2.491,0.99924
2.492,0.99924
2.493,0.99924
2.494,0.99924
2.495,0.99924
2.496,0.99924
2.497,0.99924
2.498,0.99924
2.499,0.99924
2.5,0.99924
2.501,0.99924
2.502,0.99924
2.503,0.99924
2.504,0.99924
2.505,0.99924
2.506,0.99924
2.507,0.99924
2.508,0.99924
2.509,0.99924
2.51,0.99924
2.511,0.99924
2.512,0.99924
2.513,0.99924
2.514,0.99924
2.515,0.99924
2.516,0.99924
2.517,0.99924
2.518,0.99924
2.519,0.99924
2.52,0.99924
2.521,0.99924
2.522,0.99924
2.523,0.99924
2.524,0.99924
2.525,0.99924
2.526,0.99924
2.527,0.99924
2.528,0.99924
2.529,0.99924
2.53,0.99924
2.531,0.99924
2.532,0.99924
2.533,0.99924
2.534,0.99924
2.535,0.99924
2.536,0.99924
2.537,0.99924
2.538,0.99924
2.539,0.99924
2.54,0.99924
2.541,0.99924
2.542,0.99924
2.543,0.99924
2.544,0.99924
2.545,0.99924
2.546,0.99924
2.547,0.99924
2.548,0.99924
2.549,0.99924
2.55,0.99924
2.551,0.99924
2.552,0.99924
2.553,0.99924
2.554,0.99924
2.555,0.99924
2.556,0.99924
2.557,0.99924
2.558,0.99924
2.559,0.99924
2.56,0.99924
2.561,0.99924
2.562,0.99924
2.563,0.99924
2.564,0.99924
2.565,0.99924
2.566,0.99924
2.567,0.99924
2.568,0.99924
2.569,0.99924
2.57,0.99924
2.571,0.99924
2.572,0.99924
2.573,0.99924
2.574,0.99924
2.575,0.99924
2.576,0.99924
2.577,0.99924
2.578,0.99924
2.579,0.99924
2.58,0.99924
2.581,0.99924
2.582,0.99924
2.583,0.99924
2.584,0.99924
2.585,0.99924
2.586,0.99924
2.587,0.99924
2.588,0.99924
2.589,0.99924
2.59,0.99924
2.591,0.99924
2.592,0.99924
2.593,0.99924
2.594,0.99924
2.595,0.99924
2.596,0.99924
2.597,0.99924
2.598,0.99924
2.599,0.99924
2.6,0.99924
2.601,0.99924
2.602,0.99924
2.603,0.99924
2.604,0.99924
2.605,0.99924
2.606,0.99924
2.607,0.99924
2.608,0.99924
2.609,0.99924
2.61,0.99924
2.611,0.99924
2.612,0.99924
2.613,0.99924
2.614,0.99924
2.615,0.99924
2.616,0.99924
2.617,0.99924
2.618,0.99924
2.619,0.99924
2.62,0.99924
2.621,0.99924
2.622,0.99924
2.623,0.99924
2.624,0.99924
2.625,0.99924
2.626,0.99924
2.627,0.99924
2.628,0.99924
2.629,0.99924
2.63,0.99924
2.631,0.99924
2.632,0.99924
2.633,0.99924
2.634,0.99924
2.635,0.99924
2.636,0.99924
2.637,0.99924
2.638,0.99924
2.639,0.99924
2.64,0.99924
2.641,0.99924
2.642,0.99924
2.643,0.99924
2.644,0.99924
2.645,0.99924
2.646,0.99924
2.647,0.99924
2.648,0.99924
2.649,0.99924
2.65,0.99924
2.651,0.99924
2.652,0.99924
2.653,0.99924
2.654,0.99924
2.655,0.99924
2.656,0.99924
2.657,0.99924
2.658,0.99924
2.659,0.99924
2.66,0.99924
2.661,0.99924
2.662,0.99924
2.663,0.99924
2.664,0.99924
2.665,0.99924
2.666,0.99924
2.667,0.99924
2.668,0.99924
2.669,0.99924
2.67,0.99924
2.671,0.99924
2.672,0.99924
2.673,0.99924
2.674,0.99924
2.675,0.99924
2.676,0.99924
2.677,0.99924
2.678,0.99924
2.679,0.99924
2.68,0.99924
2.681,0.99924
2.682,0.99924
2.683,0.99924
2.684,0.99924
2.685,0.99924
2.686,0.99924
2.687,0.99924
2.688,0.99924
2.689,0.99924
2.69,0.99924
2.691,0.99924
2.692,0.99924
2.693,0.99924
2.694,0.99924
2.695,0.99924
2.696,0.99924
2.697,0.99924
2.698,0.99924
2.699,0.99924
2.7,0.99924
2.701,0.99924
2.702,0.99924
2.703,0.99924
2.704,0.99924
2.705,0.99924
2.706,0.99924
2.707,0.99924
2.708,0.99924
2.709,0.99924
2.71,0.99924
2.711,0.99924
2.712,0.99924
2.713,0.99924
2.714,0.99924
2.715,0.99924
2.716,0.99924
2.717,0.99924
2.718,0.99924
2.719,0.99924
2.72,0.99924
2.721,0.99924
2.722,0.99924
2.723,0.99924
2.724,0.99924
2.725,0.99924
2.726,0.99924
2.727,0.99924
2.728,0.99924
2.729,0.99924
2.73,0.99924
2.731,0.99924
2.732,0.99924
2.733,0.99924
2.734,0.99924
2.735,0.99924
2.736,0.99924
2.737,0.99924
2.738,0.99924
2.739,0.99924
2.74,0.99924
2.741,0.99924
2.742,0.99924
2.743,0.99924
2.744,0.99924
2.745,0.99924
2.746,0.99924
2.747,0.99924
2.748,0.99924
2.749,0.99924
2.75,0.99924
2.751,0.99924
2.752,0.99924
2.753,0.99924
2.754,0.99924
2.755,0.99924
2.756,0.99924
2.757,0.99924
2.758,0.99924
2.759,0.99924
2.76,0.99924
2.761,0.99924
2.762,0.99924
2.763,0.99924
2.764,0.99924
2.765,0.99924
2.766,0.99924
2.767,0.99924
2.768,0.99924
2.769,0.99924
2.77,0.99924
2.771,0.99924
2.772,0.99924
2.773,0.99924
2.774,0.99924
2.775,0.99924
2.776,0.99924
2.777,0.99924
2.778,0.99924
2.779,0.99924
2.78,0.99924
2.781,0.99924
2.782,0.99924
2.783,0.99924
2.784,0.99924
2.785,0.99924
2.786,0.99924
2.787,0.99924
2.788,0.99924
2.789,0.99924
2.79,0.99924
2.791,0.99924
2.792,0.99924
2.793,0.99924
2.794,0.99924
2.795,0.99924
2.796,0.99924
2.797,0.99924
2.798,0.99924
2.799,0.99924
2.8,0.99924
2.801,0.99924
2.802,0.99924
2.803,0.99924
2.804,0.99924
2.805,0.99924
2.806,0.99924
2.807,0.99924
2.808,0.99924
2.809,0.99924
2.81,0.99924
2.811,0.99924
2.812,0.99924
2.813,0.99924
2.814,0.99924
2.815,0.99924
2.816,0.99924
2.817,0.99924
2.818,0.99924
2.819,0.99924
2.82,0.99924
2.821,0.99924
2.822,0.99924
2.823,0.99924
2.824,0.99924
2.825,0.99924
2.826,0.99924
2.827,0.99924
2.828,0.99924
2.829,0.99924
2.83,0.99924
2.831,0.99924
2.832,0.99924
2.833,0.99924
2.834,0.99924
2.835,0.99924
2.836,0.99924
2.837,0.99924
2.838,0.99924
2.839,0.99924
2.84,0.99924
2.841,0.99924
2.842,0.99924
2.843,0.99924
2.844,0.99924
2.845,0.99924
2.846,0.99924
2.847,0.99924
2.848,0.99924
2.849,0.99924
2.85,0.99924
2.851,0.99924
2.852,0.99924
2.853,0.99924
2.854,0.99924
2.855,0.99924
2.856,0.99924
2.857,0.99924
2.858,0.99924
2.859,0.99924
2.86,0.99924
2.861,0.99924
2.862,0.99924
2.863,0.99924
2.864,0.99924
2.865,0.99924
2.866,0.99924
2.867,0.99924
2.868,0.99924
2.869,0.99924
2.87,0.99924
2.871,0.99924
2.872,0.99924
2.873,0.99924
2.874,0.99924
2.875,0.99924
2.876,0.99924
2.877,0.99924
2.878,0.99924
2.879,0.99924
2.88,0.99924
2.881,0.99924
2.882,0.99924
2.883,0.99924
2.884,0.99924
2.885,0.99924
2.886,0.99924
2.887,0.99924
2.888,0.99924
2.889,0.99924
2.89,0.99924
2.891,0.99924
2.892,0.99924
2.893,0.99924
2.894,0.99924
2.895,0.99924
2.896,0.99924
2.897,0.99924
2.898,0.99924
2.899,0.99924
2.9,0.99924
2.901,0.99924
2.902,0.99924
2.903,0.99924
2.904,0.99924
2.905,0.99924
2.906,0.99924
2.907,0.99924
2.908,0.99924
2.909,0.99924
2.91,0.99924
2.911,0.99924
2.912,0.99924
2.913,0.99924
2.914,0.99924
2.915,0.99924
2.916,0.99924
2.917,0.99924
2.918,0.99924
2.919,0.99924
2.92,0.99924
2.921,0.99924
2.922,0.99924
2.923,0.99924
2.924,0.99924
2.925,0.99924
2.926,0.99924
2.927,0.99924
2.928,0.99924
2.929,0.99924
2.93,0.99924
2.931,0.99924
2.932,0.99924
2.933,0.99924
2.934,0.99924
2.935,0.99924
2.936,0.99924
2.937,0.99924
2.938,0.99924
2.939,0.99924
2.94,0.99924
2.941,0.99924
2.942,0.99924
2.943,0.99924
2.944,0.99924
2.945,0.99924
2.946,0.99924
2.947,0.99924
2.948,0.99924
2.949,0.99924
2.95,0.99924
2.951,0.99924
2.952,0.99924
2.953,0.99924
2.954,0.99924
2.955,0.99924
2.956,0.99924
2.957,0.99924
2.958,0.99924
2.959,0.99924
2.96,0.99924
2.961,0.99924
2.962,0.99924
2.963,0.99924
2.964,0.99924
2.965,0.99924
2.966,0.99924
2.967,0.99924
2.968,0.99924
2.969,0.99924
2.97,0.99924
2.971,0.99924
2.972,0.99924
2.973,0.99924
2.974,0.99924
2.975,0.99924
2.976,0.99924
2.977,0.99924
2.978,0.99924
2.979,0.99924
2.98,0.99924
2.981,0.99924
2.982,0.99924
2.983,0.99924
2.984,0.99924
2.985,0.99924
2.986,0.99924
2.987,0.99924
2.988,0.99924
2.989,0.99924
2.99,0.99924
2.991,0.99924
2.992,0.99924
2.993,0.99924
2.994,0.99924
2.995,0.99924
2.996,0.99924
2.997,0.99924
2.998,0.99924
2.999,0.99924
3,0.99924
3.001,0.99924
3.002,0.99924
3.003,0.99924
3.004,0.99924
3.005,0.99924
3.006,0.99924
3.007,0.99924
3.008,0.99924
3.009,0.99924
3.01,0.99924
3.011,0.99924
3.012,0.99924
3.013,0.99924
3.014,0.99924
3.015,0.99924
3.016,0.99924
3.017,0.99924
3.018,0.99924
3.019,0.99924
3.02,0.99924
3.021,0.99924
3.022,0.99924
3.023,0.99924
3.024,0.99924
3.025,0.99924
3.026,0.99924
3.027,0.99924
3.028,0.99924
3.029,0.99924
3.03,0.99924
3.031,0.99924
3.032,0.99924
3.033,0.99924
3.034,0.99924
3.035,0.99924
3.036,0.99924
3.037,0.99924
3.038,0.99924
3.039,0.99924
3.04,0.99924
3.041,0.99924
3.042,0.99924
3.043,0.99924
3.044,0.99924
3.045,0.99924
3.046,0.99924
3.047,0.99924
3.048,0.99924
3.049,0.99924
3.05,0.99924
3.051,0.99924
3.052,0.99924
3.053,0.99924
3.054,0.99924
3.055,0.99924
3.056,0.99924
3.057,0.99924
3.058,0.99924
3.059,0.99924
3.06,0.99924
3.061,0.99924
3.062,0.99924
3.063,0.99924
3.064,0.99924
3.065,0.99924
3.066,0.99924
3.067,0.99924
3.068,0.99924
3.069,0.99924
3.07,0.99924
3.071,0.99924
3.072,0.99924
3.073,0.99924
3.074,0.99924
3.075,0.99924
3.076,0.99924
3.077,0.99924
3.078,0.99924
3.079,0.99924
3.08,0.99924
3.081,0.99924
3.082,0.99924
3.083,0.99924
3.084,0.99924
3.085,0.99924
3.086,0.99924
3.087,0.99924
3.088,0.99924
3.089,0.99924
3.09,0.99924
3.091,0.99924
3.092,0.99924
3.093,0.99924
3.094,0.99924
3.095,0.99924
3.096,0.99924
3.097,0.99924
3.098,0.99924
3.099,0.99924
3.1,0.99924
3.101,0.99924
3.102,0.99924
3.103,0.99924
3.104,0.99924
3.105,0.99924
3.106,0.99924
3.107,0.99924
3.108,0.99924
3.109,0.99924
3.11,0.99924
3.111,0.99924
3.112,0.99924
3.113,0.99924
3.114,0.99924
3.115,0.99924
3.116,0.99924
3.117,0.99924
3.118,0.99924
3.119,0.99924
3.12,0.99924
3.121,0.99924
3.122,0.99924
3.123,0.99924
3.124,0.99924
3.125,0.99924
3.126,0.99924
3.127,0.99924
3.128,0.99924
3.129,0.99924
3.13,0.99924
3.131,0.99924
3.132,0.99924
3.133,0.99924
3.134,0.99924
3.135,0.99924
3.136,0.99924
3.137,0.99924
3.138,0.99924
3.139,0.99924
3.14,0.99924
3.141,0.99924
3.142,0.99924
3.143,0.99924
3.144,0.99924
3.145,0.99924
3.146,0.99924
3.147,0.99924
3.148,0.99924
3.149,0.99924
3.15,0.99924
3.151,0.99924
3.152,0.99924
3.153,0.99924
3.154,0.99924
3.155,0.99924
3.156,0.99924
3.157,0.99924
3.158,0.99924
3.159,0.99924
3.16,0.99924
3.161,0.99924
3.162,0.99924
3.163,0.99924
3.164,0.99924
3.165,0.99924
3.166,0.99924
3.167,0.99924
3.168,0.99924
3.169,0.99924
3.17,0.99924
3.171,0.99924
3.172,0.99924
3.173,0.99924
3.174,0.99924
3.175,0.99924
3.176,0.99924
3.177,0.99924
3.178,0.99924
3.179,0.99924
3.18,0.99924
3.181,0.99924
3.182,0.99924
3.183,0.99924
3.184,0.99924
3.185,0.99924
3.186,0.99924
3.187,0.99924
3.188,0.99924
3.189,0.99924
3.19,0.99924
3.191,0.99924
3.192,0.99924
3.193,0.99924
3.194,0.99924
3.195,0.99924
3.196,0.99924
3.197,0.99924
3.198,0.99924
3.199,0.99924
3.2,0.99924
3.201,0.99924
3.202,0.99924
3.203,0.99924
3.204,0.99924
3.205,0.99924
3.206,0.99924
3.207,0.99924
3.208,0.99924
3.209,0.99924
3.21,0.99924
3.211,0.99924
3.212,0.99924
3.213,0.99924
3.214,0.99924
3.215,0.99924
3.216,0.99924
3.217,0.99924
3.218,0.99924
3.219,0.99924
3.22,0.99924
3.221,0.99924
3.222,0.99924
3.223,0.99924
3.224,0.99924
3.225,0.99924
3.226,0.99924
3.227,0.99924
3.228,0.99924
3.229,0.99924
3.23,0.99924
3.231,0.99924
3.232,0.99924
3.233,0.99924
3.234,0.99924
3.235,0.99924
3.236,0.99924
3.237,0.99924
3.238,0.99924
3.239,0.99924
3.24,0.99924
3.241,0.99924
3.242,0.99924
3.243,0.99924
3.244,0.99924
3.245,0.99924
3.246,0.99924
3.247,0.99924
3.248,0.99924
3.249,0.99924
3.25,0.99924
3.251,0.99924
3.252,0.99924
3.253,0.99924
3.254,0.99924
3.255,0.99924
3.256,0.99924
3.257,0.99924
3.258,0.99924
3.259,0.99924
3.26,0.99924
3.261,0.99924
3.262,0.99924
3.263,0.99924
3.264,0.99924
3.265,0.99924
3.266,0.99924
3.267,0.99924
3.268,0.99924
3.269,0.99924
3.27,0.99924
3.271,0.99924
3.272,0.99924
3.273,0.99924
3.274,0.99924
3.275,0.99924
3.276,0.99924
3.277,0.99924
3.278,0.99924
3.279,0.99924
3.28,0.99924
3.281,0.99924
3.282,0.99924
3.283,0.99924
3.284,0.99924
3.285,0.99924
3.286,0.99924
3.287,0.99924
3.288,0.99924
3.289,0.99924
3.29,0.99924
3.291,0.99924
3.292,0.99924
3.293,0.99924
3.294,0.99924
3.295,0.99924
3.296,0.99924
3.297,0.99924
3.298,0.99924
3.299,0.99924
3.3,0.99924
3.301,0.99924
3.302,0.99924
3.303,0.99924
3.304,0.99924
3.305,0.99924
3.306,0.99924
3.307,0.99924
3.308,0.99924
3.309,0.99924
3.31,0.99924
3.311,0.99924
3.312,0.99924
3.313,0.99924
3.314,0.99924
3.315,0.99924
3.316,0.99924
3.317,0.99924
3.318,0.99924
3.319,0.99924
3.32,0.99924
3.321,0.99924
3.322,0.99924
3.323,0.99924
3.324,0.99924
3.325,0.99924
3.326,0.99924
3.327,0.99924
3.328,0.99924
3.329,0.99924
3.33,0.99924
3.331,0.99924
3.332,0.99924
3.333,0.99924
3.334,0.99924
3.335,0.99924
3.336,0.99924
3.337,0.99924
3.338,0.99924
3.339,0.99924
3.34,0.99924
3.341,0.99924
3.342,0.99924
3.343,0.99924
3.344,0.99924
3.345,0.99924
3.346,0.99924
3.347,0.99924
3.348,0.99924
3.349,0.99924
3.35,0.99924
3.351,0.99924
3.352,0.99924
3.353,0.99924
3.354,0.99924
3.355,0.99924
3.356,0.99924
3.357,0.99924
3.358,0.99924
3.359,0.99924
3.36,0.99924
3.361,0.99924
3.362,0.99924
3.363,0.99924
3.364,0.99924
3.365,0.99924
3.366,0.99924
3.367,0.99924
3.368,0.99924
3.369,0.99924
3.37,0.99924
3.371,0.99924
3.372,0.99924
3.373,0.99924
3.374,0.99924
3.375,0.99924
3.376,0.99924
3.377,0.99924
3.378,0.99924
3.379,0.99924
3.38,0.99924
3.381,0.99924
3.382,0.99924
3.383,0.99924
3.384,0.99924
3.385,0.99924
3.386,0.99924
3.387,0.99924
3.388,0.99924
3.389,0.99924
3.39,0.99924
3.391,0.99924
3.392,0.99924
3.393,0.99924
3.394,0.99924
3.395,0.99924
3.396,0.99924
3.397,0.99924
3.398,0.99924
3.399,0.99924
3.4,0.99924
3.401,0.99924
3.402,0.99924
3.403,0.99924
3.404,0.99924
3.405,0.99924
3.406,0.99924
3.407,0.99924
3.408,0.99924
3.409,0.99924
3.41,0.99924
3.411,0.99924
3.412,0.99924
3.413,0.99924
3.414,0.99924
3.415,0.99924
3.416,0.99924
3.417,0.99924
3.418,0.99924
3.419,0.99924
3.42,0.99924
3.421,0.99924
3.422,0.99924
3.423,0.99924
3.424,0.99924
3.425,0.99924
3.426,0.99924
3.427,0.99924
3.428,0.99924
3.429,0.99924
3.43,0.99924
3.431,0.99924
3.432,0.99924
3.433,0.99924
3.434,0.99924
3.435,0.99924
3.436,0.99924
3.437,0.99924
3.438,0.99924
3.439,0.99924
3.44,0.99924
3.441,0.99924
3.442,0.99924
3.443,0.99924
3.444,0.99924
3.445,0.99924
3.446,0.99924
3.447,0.99924
3.448,0.99924
3.449,0.99924
3.45,0.99924
3.451,0.99924
3.452,0.99924
3.453,0.99924
3.454,0.99924
3.455,0.99924
3.456,0.99924
3.457,0.99924
3.458,0.99924
3.459,0.99924
3.46,0.99924
3.461,0.99924
3.462,0.99924
3.463,0.99924
3.464,0.99924
3.465,0.99924
3.466,0.99924
3.467,0.99924
3.468,0.99924
3.469,0.99924
3.47,0.99924
3.471,0.99924
3.472,0.99924
3.473,0.99924
3.474,0.99924
3.475,0.99924
3.476,0.99924
3.477,0.99924
3.478,0.99924
3.479,0.99924
3.48,0.99924
3.481,0.99924
3.482,0.99924
3.483,0.99924
3.484,0.99924
3.485,0.99924
3.486,0.99924
3.487,0.99924
3.488,0.99924
3.489,0.99924
3.49,0.99924
3.491,0.99924
3.492,0.99924
3.493,0.99924
3.494,0.99924
3.495,0.99924
3.496,0.99924
3.497,0.99924
3.498,0.99924
3.499,0.99924
3.5,0.99924
3.501,0.99924
3.502,0.99924
3.503,0.99924
3.504,0.99924
3.505,0.99924
3.506,0.99924
3.507,0.99924
3.508,0.99924
3.509,0.99924
3.51,0.99924
3.511,0.99924
3.512,0.99924
3.513,0.99924
3.514,0.99924
3.515,0.99924
3.516,0.99924
3.517,0.99924
3.518,0.99924
3.519,0.99924
3.52,0.99924
3.521,0.99924
3.522,0.99924
3.523,0.99924
3.524,0.99924
3.525,0.99924
3.526,0.99924
3.527,0.99924
3.528,0.99924
3.529,0.99924
3.53,0.99924
3.531,0.99924
3.532,0.99924
3.533,0.99924
3.534,0.99924
